ID,Contract,Dependents,DeviceProtection,InternetService,MonthlyCharges,MultipleLines,Partner,PaymentMethod,PhoneService,SeniorCitizen,TVProgram,TotalCharges,gender,tenure,Label
3977,Month-to-month,No,No internet service,No,19.1,No,No,Mailed check,Yes,0,No internet service,19.1,Male,1,No
3978,Month-to-month,No,No,Fiber optic,90.09201085,No,No,Electronic check,Yes,0,No,491.9752976,Female,5,Yes
3979,One year,No,Yes,Fiber optic,112.2,No,No,Credit card (automatic),Yes,0,Yes,5031.85,Male,45,No
3980,Month-to-month,No,No,DSL,66.85,No,No,Electronic check,Yes,0,Yes,458.1,Female,7,No
3981,Month-to-month,No,No,Fiber optic,90.05,Yes,Yes,Credit card (automatic),Yes,1,No,4547.25,Male,49,Yes
3982,Month-to-month,No,No,Fiber optic,94.7,Yes,No,Bank transfer (automatic),Yes,0,Yes,2362.1,Male,25,Yes
3983,Month-to-month,No,No,Fiber optic,82.15028919,No,No,Electronic check,Yes,0,No,82.15028919,Female,1,Yes
3984,Two year,No,No internet service,No,20.2,No,No,Mailed check,Yes,1,No internet service,735.9,Female,38,No
3985,Month-to-month,No,No,Fiber optic,76.97011118,No,No,Electronic check,Yes,0,No,152.5683385,Female,2,Yes
3986,Month-to-month,No,No,Fiber optic,76.05,Yes,No,Electronic check,Yes,1,No,231.8,Male,3,Yes
3987,Month-to-month,No,Yes,Fiber optic,78.05,Yes,No,Electronic check,Yes,1,No,2135.5,Female,27,Yes
3988,Month-to-month,No,No,Fiber optic,32.6035245,Yes,No,Electronic check,Yes,0,No,703.2037326000003,Female,25,Yes
3989,Month-to-month,No,No internet service,No,20.1,No,No,Mailed check,Yes,0,No internet service,223.6,Female,12,No
3990,Two year,No,No internet service,No,25.6,Yes,Yes,Credit card (automatic),Yes,0,No internet service,1784.9,Male,67,No
3991,One year,Yes,Yes,DSL,60.35,No phone service,Yes,Electronic check,No,0,Yes,4138.7,Male,70,No
3992,Month-to-month,No,Yes,Fiber optic,99.4,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,5943.65,Male,61,No
3993,Month-to-month,No,No,Fiber optic,80.25,Yes,Yes,Electronic check,Yes,0,No,3439.0,Male,41,No
3994,Month-to-month,No,No,Fiber optic,75.59715822,No,No,Electronic check,Yes,0,No,182.4052835,Female,2,Yes
3995,Two year,Yes,No internet service,No,19.2,No,Yes,Mailed check,Yes,0,No internet service,1054.75,Male,52,No
3996,Month-to-month,No,No internet service,No,19.4,No,No,Credit card (automatic),Yes,0,No internet service,460.25,Male,27,No
3997,Two year,No,No internet service,No,19.75,No,No,Mailed check,Yes,0,No internet service,265.75,Male,13,No
3998,Two year,No,Yes,DSL,71.9,Yes,No,Bank transfer (automatic),Yes,0,No,4479.2,Male,63,No
3999,Two year,No,No internet service,No,23.4,Yes,No,Bank transfer (automatic),Yes,0,No internet service,1429.65,Male,62,No
4000,Month-to-month,No,No,Fiber optic,44.8222607,No,No,Electronic check,Yes,0,No,174.0842534,Female,3,No
4001,Two year,No,Yes,DSL,68.3,No,Yes,Mailed check,Yes,0,No,4378.8,Female,64,No
4002,Month-to-month,No,Yes,Fiber optic,95.0,Yes,Yes,Credit card (automatic),Yes,0,No,3008.15,Female,33,No
4003,Month-to-month,No,No,Fiber optic,45.71899751,No,No,Electronic check,Yes,0,No,518.4545277,Female,11,Yes
4004,One year,Yes,No,DSL,40.9,No phone service,Yes,Mailed check,No,0,Yes,1383.6,Female,35,No
4005,One year,No,Yes,Fiber optic,113.15,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,7953.25,Male,71,No
4006,Month-to-month,No,No internet service,No,19.92722279,No,No,Mailed check,Yes,0,No internet service,19.92722279,Male,1,Yes
4007,Month-to-month,No,No,DSL,55.0,No,No,Electronic check,Yes,0,No,55.0,Male,1,Yes
4008,Month-to-month,No,No,DSL,24.54210237,No,No,Mailed check,Yes,0,No,41.52650331,Male,1,No
4009,One year,No,Yes,Fiber optic,104.2085542,Yes,Yes,Electronic check,Yes,0,Yes,5644.914870000001,Male,54,Yes
4010,Month-to-month,No,No,Fiber optic,80.74367496,Yes,Yes,Electronic check,Yes,0,Yes,2488.9261699999997,Male,37,Yes
4011,Month-to-month,Yes,No,DSL,71.6,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,1957.1,Male,27,No
4012,Month-to-month,Yes,No,Fiber optic,75.35,No,No,Electronic check,Yes,0,No,75.35,Male,1,Yes
4013,Two year,No,No,DSL,60.05,No phone service,No,Bank transfer (automatic),No,0,Yes,4176.7,Male,69,No
4014,Month-to-month,Yes,No,DSL,44.6,No,Yes,Bank transfer (automatic),Yes,0,No,260.8,Male,6,Yes
4015,Month-to-month,No,No,DSL,34.7,No phone service,No,Electronic check,No,1,No,329.8,Female,10,Yes
4016,Month-to-month,No,No,DSL,25.3,No phone service,No,Electronic check,No,1,No,77.75,Female,3,Yes
4017,One year,No,Yes,DSL,75.7,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,3876.2,Female,50,No
4018,Month-to-month,No,No,DSL,45.05,No,No,Mailed check,Yes,0,No,45.05,Male,1,Yes
4019,Month-to-month,No,No,DSL,56.15,No,No,Mailed check,Yes,0,No,1439.35,Female,27,No
4020,Month-to-month,No,No,Fiber optic,101.345123,Yes,No,Electronic check,Yes,0,Yes,2111.031782,Male,21,Yes
4021,Two year,Yes,No internet service,No,19.95,No,No,Credit card (automatic),Yes,0,No internet service,1269.1,Male,66,No
4022,Month-to-month,No,No,Fiber optic,85.2,Yes,Yes,Credit card (automatic),Yes,0,No,627.4,Female,8,Yes
4023,Month-to-month,No,No,Fiber optic,77.95,Yes,No,Bank transfer (automatic),Yes,0,No,305.55,Female,4,Yes
4024,Month-to-month,No,No,DSL,46.9207458,No,No,Electronic check,Yes,0,No,71.88021103,Female,1,Yes
4025,Month-to-month,No,No,Fiber optic,94.8,Yes,Yes,Electronic check,Yes,1,Yes,1563.9,Male,17,No
4026,One year,Yes,Yes,Fiber optic,102.45,Yes,Yes,Credit card (automatic),Yes,0,Yes,6615.15,Female,66,Yes
4027,Month-to-month,No,No,Fiber optic,103.309001,Yes,Yes,Electronic check,Yes,0,Yes,2428.855686,Male,24,Yes
4028,Month-to-month,No,No,Fiber optic,60.63492269,No,No,Electronic check,Yes,0,No,410.9591377,Female,7,Yes
4029,Two year,No,Yes,DSL,64.95,No,Yes,Credit card (automatic),Yes,0,No,4523.25,Male,70,No
4030,One year,Yes,Yes,DSL,60.6,No,Yes,Credit card (automatic),Yes,0,No,3297.0,Female,53,No
4031,Two year,No,Yes,Fiber optic,89.95,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,5974.3,Female,68,No
4032,Two year,No,Yes,DSL,61.4,No phone service,Yes,Credit card (automatic),No,0,Yes,4310.35,Female,71,No
4033,Month-to-month,No,No,Fiber optic,95.49525753,Yes,Yes,Electronic check,Yes,0,Yes,2440.311337,Male,25,Yes
4034,Month-to-month,Yes,Yes,Fiber optic,91.35,Yes,Yes,Mailed check,Yes,1,Yes,2896.55,Female,32,No
4035,One year,No,No internet service,No,19.1,No,No,Electronic check,Yes,0,No internet service,1007.8,Male,51,No
4036,One year,Yes,No,Fiber optic,84.2,Yes,Yes,Bank transfer (automatic),Yes,0,No,4299.75,Male,51,No
4037,Two year,Yes,No internet service,No,20.3,No,Yes,Bank transfer (automatic),Yes,0,No internet service,1401.15,Male,72,No
4038,Month-to-month,No,No,Fiber optic,85.35,No,No,Electronic check,Yes,0,No,4338.6,Male,52,Yes
4039,Month-to-month,No,No,Fiber optic,69.2,No,No,Electronic check,Yes,0,No,69.2,Female,1,Yes
4040,Month-to-month,No,No,Fiber optic,73.81068385,Yes,No,Electronic check,Yes,0,Yes,1809.617743,Male,24,Yes
4041,Two year,No,Yes,Fiber optic,99.4,No,Yes,Electronic check,Yes,1,Yes,7168.25,Female,71,No
4042,Month-to-month,Yes,No,Fiber optic,89.55,Yes,Yes,Bank transfer (automatic),Yes,0,No,6373.1,Male,67,No
4043,Month-to-month,Yes,No,DSL,70.3,No,Yes,Credit card (automatic),Yes,0,No,1706.45,Male,24,No
4044,Two year,No,Yes,DSL,45.05,No phone service,No,Bank transfer (automatic),No,0,No,2560.1,Female,56,No
4045,Month-to-month,Yes,No,Fiber optic,80.0,Yes,Yes,Bank transfer (automatic),Yes,0,No,3769.7,Male,46,No
4046,Month-to-month,No,No internet service,No,26.35,Yes,No,Electronic check,Yes,0,No internet service,378.6,Male,15,No
4047,Month-to-month,No,No,Fiber optic,84.85,Yes,Yes,Electronic check,Yes,1,No,2633.4,Female,31,No
4048,Month-to-month,Yes,No,DSL,51.55,No,No,Mailed check,Yes,0,No,106.2,Female,2,No
4049,Month-to-month,No,No internet service,No,20.25,No,No,Mailed check,Yes,0,No internet service,178.5,Male,9,Yes
4050,Month-to-month,Yes,Yes,Fiber optic,91.05,Yes,Yes,Bank transfer (automatic),Yes,0,No,2954.5,Female,32,Yes
4051,Month-to-month,No,No,Fiber optic,81.53341484,Yes,No,Electronic check,Yes,0,No,1252.192538,Female,17,Yes
4052,Two year,No,Yes,DSL,85.95,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6151.9,Male,72,No
4053,One year,No,No internet service,No,20.1,No,No,Mailed check,Yes,0,No internet service,730.1,Male,38,No
4054,Month-to-month,No,No,Fiber optic,94.25,No,No,Electronic check,Yes,0,Yes,669.0,Male,7,Yes
4055,Month-to-month,No,No internet service,No,19.7,No,No,Credit card (automatic),Yes,0,No internet service,340.35,Female,17,No
4056,Two year,No,Yes,DSL,80.65,Yes,No,Electronic check,Yes,0,Yes,5330.2,Female,68,No
4057,Month-to-month,Yes,No internet service,No,20.05,No,No,Credit card (automatic),Yes,0,No internet service,471.7,Female,25,No
4058,Month-to-month,No,No,Fiber optic,96.49780325,Yes,No,Electronic check,Yes,0,No,1178.988924,Female,11,No
4059,Month-to-month,No,No,DSL,64.0,Yes,No,Electronic check,Yes,0,No,370.25,Female,5,No
4060,Month-to-month,No,No,DSL,29.9,No phone service,Yes,Electronic check,No,0,No,92.25,Male,3,No
4061,One year,No,Yes,Fiber optic,97.95,Yes,Yes,Credit card (automatic),Yes,1,Yes,5936.55,Female,62,No
4062,Month-to-month,No,No internet service,No,20.35,No,No,Mailed check,Yes,0,No internet service,20.35,Male,1,No
4063,Month-to-month,No,No,Fiber optic,80.35,No,No,Electronic check,Yes,0,No,253.8,Male,3,No
4064,Month-to-month,No,No,Fiber optic,65.89307314,No,No,Electronic check,Yes,0,No,293.109217,Female,4,No
4065,Month-to-month,No,No internet service,No,18.85,No,No,Mailed check,Yes,0,No internet service,163.2,Female,10,No
4066,Month-to-month,No,No,DSL,25.15,No phone service,No,Mailed check,No,0,No,25.15,Female,1,No
4067,Month-to-month,No,No,Fiber optic,81.13716025,Yes,No,Electronic check,Yes,0,No,952.5011561000001,Female,13,Yes
4068,Two year,No,No internet service,No,19.7,No,No,Mailed check,Yes,0,No internet service,406.95,Female,20,No
4069,Month-to-month,No,No,Fiber optic,96.40576958,Yes,No,Electronic check,Yes,0,Yes,3440.8213170000013,Female,37,Yes
4070,Two year,No,No internet service,No,25.0,Yes,Yes,Credit card (automatic),Yes,0,No internet service,1849.2,Female,72,No
4071,Month-to-month,No,No,Fiber optic,76.30495757,No,No,Electronic check,Yes,0,No,660.72329,Female,9,Yes
4072,Month-to-month,No,No,Fiber optic,99.65,Yes,No,Credit card (automatic),Yes,1,Yes,6951.15,Female,71,No
4073,Month-to-month,No,No,DSL,22.46995699,No,No,Electronic check,Yes,0,No,22.46995699,Male,1,Yes
4074,Month-to-month,No,No,DSL,61.6,Yes,No,Mailed check,Yes,1,No,1174.35,Female,20,Yes
4075,Month-to-month,No,No,Fiber optic,84.7,No,No,Mailed check,Yes,0,Yes,832.05,Female,10,Yes
4076,Two year,Yes,Yes,DSL,60.4,No,Yes,Bank transfer (automatic),Yes,0,No,3953.7,Male,67,No
4077,Month-to-month,No,No,Fiber optic,74.05,Yes,No,Electronic check,Yes,1,No,678.45,Male,9,No
4078,Month-to-month,No,No,DSL,34.3,No phone service,No,Electronic check,No,0,No,1004.75,Male,29,No
4079,Month-to-month,No,No internet service,No,25.15,Yes,No,Electronic check,Yes,0,No internet service,702.0,Female,29,No
4080,Month-to-month,No,No,Fiber optic,60.29587966,Yes,Yes,Electronic check,Yes,0,Yes,3161.5206,Female,52,Yes
4081,Two year,No,No,Fiber optic,109.65,Yes,No,Electronic check,Yes,0,Yes,5551.15,Female,50,Yes
4082,Month-to-month,No,No,Fiber optic,80.2,Yes,No,Electronic check,Yes,1,No,1217.25,Male,15,Yes
4083,One year,No,Yes,Fiber optic,84.4,No,No,Electronic check,Yes,0,No,4484.05,Male,54,No
4084,Month-to-month,No,No,Fiber optic,89.8,Yes,No,Electronic check,Yes,1,No,502.6,Male,5,Yes
4085,One year,Yes,Yes,DSL,57.6,No phone service,Yes,Electronic check,No,0,Yes,1367.75,Female,24,No
4086,Month-to-month,No,No,Fiber optic,60.42553738,Yes,No,Electronic check,Yes,0,No,898.6078560000003,Male,14,No
4087,Two year,No,No,Fiber optic,93.75,Yes,No,Electronic check,Yes,1,No,5625.55,Male,57,No
4088,Two year,Yes,No,DSL,53.65,No phone service,Yes,Credit card (automatic),No,0,Yes,3784.0,Female,72,No
4089,One year,No,Yes,DSL,50.75,No phone service,No,Electronic check,No,0,Yes,688.2,Male,15,No
4090,Month-to-month,No,No,Fiber optic,96.44095744,Yes,No,Electronic check,Yes,0,No,986.0604204,Female,10,No
4091,Month-to-month,No,No internet service,No,20.11281242,No,No,Mailed check,Yes,0,No internet service,20.11281242,Male,1,Yes
4092,Two year,No,No internet service,No,20.65,No,No,Bank transfer (automatic),Yes,0,No internet service,1125.6,Male,57,No
4093,Month-to-month,No,No,DSL,43.75,No,No,Electronic check,Yes,0,No,405.7,Female,9,No
4094,One year,No,No,Fiber optic,99.1,No,Yes,Mailed check,Yes,1,Yes,3877.95,Female,39,No
4095,Month-to-month,No,No,DSL,40.6,No phone service,No,Electronic check,No,0,No,1494.5,Male,39,No
4096,Month-to-month,No,No internet service,No,19.7,No,No,Mailed check,Yes,0,No internet service,220.35,Female,12,No
4097,Month-to-month,No,No,Fiber optic,85.23608373,No,No,Electronic check,Yes,0,No,85.23608373,Female,1,Yes
4098,Two year,No,No internet service,No,25.65,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,1887.0,Female,72,No
4099,Two year,No,Yes,DSL,39.7,No phone service,No,Credit card (automatic),No,0,No,1932.75,Female,50,No
4100,Month-to-month,No,No,Fiber optic,89.25,No,No,Electronic check,Yes,0,Yes,89.25,Male,1,No
4101,Two year,No,No,DSL,64.2,No,Yes,Credit card (automatic),Yes,0,Yes,3009.5,Female,46,No
4102,Month-to-month,No,Yes,Fiber optic,98.35,Yes,No,Electronic check,Yes,0,Yes,2515.3,Male,26,Yes
4103,Month-to-month,No,No,Fiber optic,74.4,Yes,Yes,Electronic check,Yes,1,No,74.4,Male,1,Yes
4104,Month-to-month,No,Yes,Fiber optic,103.3,Yes,No,Electronic check,Yes,1,Yes,2890.65,Female,28,Yes
4105,Two year,No,Yes,Fiber optic,104.05,Yes,No,Bank transfer (automatic),Yes,1,Yes,7413.55,Female,71,No
4106,Month-to-month,Yes,No,DSL,60.05,Yes,Yes,Electronic check,Yes,0,No,1616.15,Female,26,Yes
4107,One year,No,Yes,Fiber optic,100.15,Yes,No,Bank transfer (automatic),Yes,1,Yes,4459.8,Female,45,No
4108,Two year,Yes,No,Fiber optic,95.9,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6954.15,Female,72,No
4109,Month-to-month,Yes,No internet service,No,19.2,No,Yes,Mailed check,Yes,0,No internet service,19.2,Male,1,No
4110,Month-to-month,No,No,Fiber optic,77.06799781,No,No,Electronic check,Yes,0,No,77.06799781,Female,1,Yes
4111,Month-to-month,No,No,Fiber optic,80.6,No,No,Electronic check,Yes,0,No,2244.95,Female,28,No
4112,Month-to-month,No,Yes,Fiber optic,98.5,Yes,Yes,Electronic check,Yes,1,Yes,3004.15,Male,29,Yes
4113,Two year,No,No,Fiber optic,108.95,Yes,Yes,Credit card (automatic),Yes,0,Yes,7875.0,Male,72,No
4114,Two year,No,Yes,DSL,58.9,No,Yes,Credit card (automatic),Yes,0,No,3857.1,Female,65,No
4115,One year,No,Yes,Fiber optic,105.75,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,4228.55,Female,40,No
4116,Two year,No,No internet service,No,20.75,No,Yes,Mailed check,Yes,0,No internet service,1185.95,Male,58,No
4117,One year,Yes,Yes,Fiber optic,98.05,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,3082.1,Male,31,No
4118,Month-to-month,No,No,Fiber optic,90.6,Yes,No,Electronic check,Yes,1,Yes,1660.0,Male,19,Yes
4119,Month-to-month,No,Yes,Fiber optic,94.85,No,Yes,Mailed check,Yes,0,Yes,890.6,Male,9,Yes
4120,One year,Yes,No internet service,No,19.95,No,No,Mailed check,Yes,0,No internet service,936.7,Female,48,No
4121,Month-to-month,Yes,No,Fiber optic,84.4,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,4116.15,Female,50,Yes
4122,Two year,No,No internet service,No,25.25,Yes,No,Mailed check,Yes,0,No internet service,566.5,Male,22,No
4123,Month-to-month,No,No,DSL,60.9,No,Yes,Mailed check,Yes,0,No,1785.65,Male,28,No
4124,One year,No,Yes,DSL,88.8,Yes,No,Bank transfer (automatic),Yes,0,Yes,5903.15,Male,67,No
4125,Month-to-month,No,No internet service,No,21.1,No,No,Mailed check,Yes,0,No internet service,21.1,Male,1,No
4126,Month-to-month,Yes,Yes,Fiber optic,92.55,Yes,Yes,Bank transfer (automatic),Yes,0,No,4039.0,Female,43,No
4127,Two year,Yes,Yes,DSL,59.8,Yes,Yes,Bank transfer (automatic),Yes,0,No,3246.45,Female,54,No
4128,Month-to-month,No,No internet service,No,19.7657747,No,No,Mailed check,Yes,0,No internet service,19.7657747,Male,1,Yes
4129,One year,No,No internet service,No,20.45,No,No,Mailed check,Yes,0,No internet service,34.8,Female,2,No
4130,Month-to-month,No,Yes,Fiber optic,108.13387970000001,Yes,Yes,Electronic check,Yes,0,Yes,5245.028236,Male,48,Yes
4131,Two year,Yes,Yes,DSL,85.0,No,Yes,Credit card (automatic),Yes,0,Yes,5607.75,Female,68,No
4132,Two year,No,Yes,Fiber optic,96.6,Yes,Yes,Bank transfer (automatic),Yes,1,No,6827.5,Female,72,No
4133,Month-to-month,No,Yes,Fiber optic,75.3,No,Yes,Credit card (automatic),Yes,0,No,2263.4,Male,29,No
4134,Two year,Yes,No,DSL,60.5,No,Yes,Credit card (automatic),Yes,0,No,3121.45,Male,51,No
4135,One year,No,Yes,Fiber optic,100.5,Yes,Yes,Credit card (automatic),Yes,1,Yes,6029.0,Female,60,No
4136,Month-to-month,No,No internet service,No,20.15,No,No,Mailed check,Yes,0,No internet service,20.15,Female,1,No
4137,Two year,No,No internet service,No,25.15,Yes,Yes,Credit card (automatic),Yes,0,No internet service,1327.15,Male,56,Yes
4138,One year,No,Yes,Fiber optic,110.572933,Yes,Yes,Electronic check,Yes,0,Yes,6450.610255,Male,58,Yes
4139,Month-to-month,No,Yes,Fiber optic,83.89124208,Yes,No,Electronic check,Yes,0,Yes,3400.686723,Female,40,Yes
4140,One year,No,Yes,DSL,42.35,No phone service,Yes,Electronic check,No,0,No,1716.45,Male,40,Yes
4141,Month-to-month,No,Yes,Fiber optic,105.0,Yes,No,Electronic check,Yes,1,Yes,294.45,Male,3,Yes
4142,Two year,No,Yes,DSL,84.8,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,5917.55,Female,70,No
4143,One year,No,Yes,Fiber optic,109.5,Yes,Yes,Electronic check,Yes,0,Yes,7674.55,Female,70,Yes
4144,Month-to-month,No,No,DSL,74.47286258,No,No,Electronic check,Yes,0,No,82.11468436,Male,1,Yes
4145,Two year,No,No internet service,No,19.8,No,No,Credit card (automatic),Yes,0,No internet service,1468.75,Male,72,No
4146,Month-to-month,No,No,DSL,68.43939494,No,No,Electronic check,Yes,0,No,68.43939494,Female,1,No
4147,Month-to-month,No,No,Fiber optic,81.35,Yes,No,Electronic check,Yes,1,No,233.7,Male,3,Yes
4148,Two year,No,No internet service,No,26.1,Yes,No,Bank transfer (automatic),Yes,0,No internet service,980.35,Male,34,No
4149,Month-to-month,No,No internet service,No,20.3,No,No,Bank transfer (automatic),Yes,0,No internet service,470.6,Female,23,No
4150,Month-to-month,No,No,Fiber optic,102.22773520000001,Yes,No,Electronic check,Yes,0,Yes,3445.074632,Female,33,Yes
4151,Month-to-month,No,No,Fiber optic,74.95,Yes,Yes,Electronic check,Yes,0,No,2149.05,Female,29,No
4152,Month-to-month,No,Yes,Fiber optic,103.7611059,Yes,Yes,Electronic check,Yes,0,Yes,5397.297093,Male,51,Yes
4153,Two year,Yes,Yes,Fiber optic,112.6,Yes,Yes,Credit card (automatic),Yes,0,Yes,8126.65,Male,72,No
4154,Month-to-month,No,Yes,Fiber optic,105.9290422,Yes,Yes,Electronic check,Yes,0,Yes,5218.8201579999995,Male,48,Yes
4155,Two year,Yes,Yes,Fiber optic,114.2,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,7723.9,Female,70,Yes
4156,Month-to-month,No,No,Fiber optic,74.97390174,No,No,Electronic check,Yes,0,No,235.09754339999998,Female,3,Yes
4157,Two year,Yes,No internet service,No,25.25,Yes,Yes,Credit card (automatic),Yes,0,No internet service,555.4,Female,22,No
4158,Month-to-month,No,No internet service,No,20.9,No,No,Mailed check,Yes,0,No internet service,518.3,Male,26,No
4159,One year,Yes,No internet service,No,20.05,No,Yes,Mailed check,Yes,0,No internet service,951.55,Male,47,No
4160,Month-to-month,No,No,Fiber optic,36.146892,Yes,No,Electronic check,Yes,0,No,412.70503610000003,Female,14,Yes
4161,Month-to-month,Yes,No,DSL,50.9,No phone service,Yes,Bank transfer (automatic),No,0,Yes,2333.85,Female,45,No
4162,Month-to-month,No,No,Fiber optic,84.6,Yes,No,Electronic check,Yes,1,No,360.1,Female,4,Yes
4163,Month-to-month,No,No,Fiber optic,84.05254204,Yes,No,Electronic check,Yes,0,Yes,1383.196963,Male,16,No
4164,Month-to-month,No,No,Fiber optic,95.15,Yes,No,Electronic check,Yes,0,Yes,196.9,Female,2,Yes
4165,Two year,Yes,Yes,DSL,80.85,No,Yes,Mailed check,Yes,0,Yes,2283.300441,Female,0,No
4166,Month-to-month,No,No,Fiber optic,77.88383399,Yes,Yes,Electronic check,Yes,0,Yes,2817.101902,Male,36,No
4167,Month-to-month,Yes,No,DSL,49.5,Yes,No,Mailed check,Yes,0,No,1265.65,Female,26,No
4168,One year,No,Yes,Fiber optic,90.55,Yes,Yes,Bank transfer (automatic),Yes,0,No,6130.95,Female,66,No
4169,Month-to-month,Yes,No internet service,No,20.5,No,Yes,Mailed check,Yes,0,No internet service,20.5,Female,1,Yes
4170,Month-to-month,No,No,Fiber optic,71.90815266,No,No,Electronic check,Yes,0,No,71.90815266,Female,1,Yes
4171,Month-to-month,Yes,Yes,Fiber optic,105.35,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,1559.25,Female,15,No
4172,One year,No,No,DSL,48.7,No,Yes,Credit card (automatic),Yes,0,No,1421.75,Male,27,No
4173,Month-to-month,No,No,Fiber optic,93.65739803,Yes,Yes,Electronic check,Yes,0,Yes,3482.2590200000004,Male,37,Yes
4174,Month-to-month,Yes,Yes,DSL,53.45,No,No,Mailed check,Yes,0,No,718.1,Female,13,No
4175,Month-to-month,No,No internet service,No,19.9,No,No,Mailed check,Yes,0,No internet service,283.75,Male,14,No
4176,Month-to-month,No,No,Fiber optic,74.4,Yes,No,Electronic check,Yes,0,No,229.55,Male,3,Yes
4177,One year,Yes,Yes,Fiber optic,104.65,No,Yes,Bank transfer (automatic),Yes,0,Yes,7288.4,Male,71,No
4178,One year,No,Yes,DSL,54.6,No phone service,Yes,Electronic check,No,0,Yes,934.8,Male,17,No
4179,Month-to-month,No,No,Fiber optic,79.15,No,No,Credit card (automatic),Yes,1,No,827.7,Male,11,No
4180,Month-to-month,No,No,Fiber optic,94.1,Yes,No,Electronic check,Yes,0,Yes,2322.85,Male,24,No
4181,Two year,No,Yes,Fiber optic,117.15,Yes,Yes,Credit card (automatic),Yes,0,Yes,8529.5,Female,72,No
4182,Month-to-month,No,No,Fiber optic,100.25,Yes,No,Credit card (automatic),Yes,0,Yes,100.25,Female,1,Yes
4183,Month-to-month,No,No,Fiber optic,86.65,Yes,Yes,Electronic check,Yes,1,No,856.65,Male,10,Yes
4184,Two year,No,Yes,Fiber optic,109.75,Yes,Yes,Mailed check,Yes,1,Yes,8075.35,Female,72,No
4185,Two year,No,Yes,DSL,79.2,Yes,No,Mailed check,Yes,0,Yes,3593.8,Female,46,No
4186,Month-to-month,No,No internet service,No,20.75,No,No,Mailed check,Yes,0,No internet service,44.2,Male,2,No
4187,Month-to-month,No,Yes,DSL,45.3,No phone service,Yes,Electronic check,No,1,No,2651.2,Male,58,Yes
4188,Month-to-month,No,No,DSL,69.35,No,No,Electronic check,Yes,0,Yes,191.35,Male,3,Yes
4189,Two year,Yes,Yes,DSL,55.45,No phone service,Yes,Credit card (automatic),No,0,No,4179.2,Male,72,No
4190,Month-to-month,No,No,DSL,45.9,No,Yes,Bank transfer (automatic),Yes,0,No,505.95,Female,12,No
4191,Month-to-month,No,No,Fiber optic,83.95,Yes,No,Electronic check,Yes,0,No,2254.2,Male,26,Yes
4192,Month-to-month,No,No,Fiber optic,92.1220347,Yes,No,Electronic check,Yes,0,No,330.7073163,Female,3,Yes
4193,Month-to-month,No,No,DSL,25.25,No phone service,No,Bank transfer (automatic),No,0,No,25.25,Female,1,No
4194,One year,No,Yes,Fiber optic,104.3,No,Yes,Electronic check,Yes,0,Yes,6613.65,Female,62,No
4195,One year,No,Yes,Fiber optic,102.35,No,No,Bank transfer (automatic),Yes,0,Yes,3626.1,Male,35,Yes
4196,One year,No,Yes,Fiber optic,104.7,No,Yes,Credit card (automatic),Yes,0,Yes,4134.85,Female,39,Yes
4197,Month-to-month,No,No,Fiber optic,80.12612848,No,No,Electronic check,Yes,0,No,144.8218292,Female,2,Yes
4198,Two year,No,Yes,DSL,79.2,No,No,Mailed check,Yes,0,Yes,2497.2,Female,31,No
4199,Month-to-month,No,No,Fiber optic,70.15,No,No,Mailed check,Yes,0,No,70.15,Female,1,Yes
4200,One year,No,Yes,Fiber optic,104.35,Yes,Yes,Electronic check,Yes,1,Yes,6339.45,Male,60,No
4201,Two year,No,Yes,DSL,91.7,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6075.9,Male,66,No
4202,Two year,No,Yes,Fiber optic,89.55,Yes,No,Electronic check,Yes,0,Yes,5231.2,Male,60,No
4203,Month-to-month,No,No internet service,No,20.35,No,No,Mailed check,Yes,0,No internet service,20.35,Female,1,No
4204,Month-to-month,No,No,Fiber optic,74.95,Yes,No,Bank transfer (automatic),Yes,0,No,1834.95,Female,26,Yes
4205,Two year,No,No internet service,No,20.85,No,No,Mailed check,Yes,0,No internet service,161.65,Female,8,No
4206,Month-to-month,Yes,Yes,Fiber optic,82.05,No,Yes,Bank transfer (automatic),Yes,0,No,2570.2,Male,30,No
4207,One year,No,Yes,DSL,33.7,No phone service,No,Credit card (automatic),No,0,No,1537.85,Male,46,No
4208,Month-to-month,No,No,DSL,34.7,No phone service,No,Electronic check,No,0,Yes,34.7,Female,1,Yes
4209,Month-to-month,Yes,No,Fiber optic,96.65,Yes,Yes,Bank transfer (automatic),Yes,0,No,5580.8,Female,59,No
4210,Month-to-month,No,No,DSL,25.1,No phone service,Yes,Credit card (automatic),No,0,No,1097.15,Male,42,No
